"organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","characteristic_name","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","huc_eight_digit_code","drainage_area_measure_measure_value","drainage_area_measure_measure_unit_code","latitude_measure","longitude_measure","source_map_scale_numeric","horizontal_accuracy_measure_measure_value","horizontal_accuracy_measure_measure_unit_code","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","vertical_measure_measure_value","vertical_measure_measure_unit_code","vertical_accuracy_measure_measure_value","vertical_accuracy_measure_measure_unit_code","vertical_collection_method_name","vertical_coordinate_reference_system_datum_name","julian_day","season"
"Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2009_15:58:00",2009-07-18,15:58:00,"AKDT","KENAI_WQX-10000066","Benzene, toluene, ethyl benzene, xylenes mix",4.07,"ug/l","Final","Calculated","624","USEPA","Purgeable Organics in Wastewater","KBX","m","01.5","KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2006_14:49:00",2006-07-18,14:49:00,"AKDT","KENAI_WQX-10000066","Xylene",5.4,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m","01.5","KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2012-05-01_11:06",2012-05-01,11:06:00,"AKDT","KENAI_WQX-10000018","Iron",0.303,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000020_07/16/2002_12:20:00",2002-07-16,12:20:00,"AKDT","KENAI_WQX-10000020","Zinc",61,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000020_07/18/2000_09:42:00",2000-07-18,09:42:00,"AKDT","KENAI_WQX-10000020","Total suspended solids",14.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2011-04-26_10:48:00",2011-04-26,10:48:00,"AKDT","KENAI_WQX-10000018","Fecal Coliform",17,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_2013/05/07_10:35",2013-05-07,10:35:00,"AKDT","KENAI_WQX-10000008","Arsenic",1.79,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_04/22/2008_09:20:00",2008-04-22,09:20:00,"AKST","KENAI_WQX-10000008","Copper",0.521,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_05/01/2007_09:49:00",2007-05-01,09:49:00,"AKDT","KENAI_WQX-10000008","Magnesium",3.54,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_2010-04-27_09:11:00",2010-04-27,09:11:00,"AKDT","KENAI_WQX-10000008","Arsenic",2.12,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_2010-04-27_09:11:00",2010-04-27,09:11:00,"AKDT","KENAI_WQX-10000008","Total suspended solids",12,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_2011-04-26_10:00:00",2011-04-26,10:00:00,"AKDT","KENAI_WQX-10000008","Inorganic nitrogen (nitrate and nitrite)",0.171,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000008_2010-07-27_10:12:00",2010-07-27,10:12:00,"AKDT","KENAI_WQX-10000008","Fecal Coliform",97,"cfu/100ml","Final","Actual","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000008_05/01/2007_10:15:00",2007-05-01,10:15:00,"AKDT","KENAI_WQX-10000008","Total suspended solids",9.5,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000121_07/30/2007_20:25:00",2007-07-30,20:25:00,"AKDT","KENAI_WQX-10000121","o-Xylene",0.49,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m","0.8","KBX_m_0.8","River/Stream Perennial",19020302,NA,NA,60.55,-151.239,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000008_07/26/2005_13:48:00",2005-07-26,13:48:00,"AKDT","KENAI_WQX-10000008","Turbidity",25.5,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000008_2010-04-27_08:56:00",2010-04-27,08:56:00,"AKDT","KENAI_WQX-10000008","Iron",2.89,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","00.0","KBL_t_00.0","River/Stream",19020302,NA,NA,60.550888,-151.268417,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000129_07/19/2007_11:50:00",2007-07-19,11:50:00,"AKDT","KENAI_WQX-10000129","o-Xylene",0.32,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m","11.1","KBX_m_11.1","River/Stream Perennial",19020302,NA,NA,60.547,-151.119,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_07/25/2006_09:30:00",2006-07-25,09:30:00,"AKDT","KENAI_WQX-10000024","Magnesium",3.29,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_2010-04-27_10:30:00",2010-04-27,10:30:00,"AKDT","KENAI_WQX-10000025","Total suspended solids",7.4,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_07/17/2007_10:35:00",2007-07-17,10:35:00,"AKDT","KENAI_WQX-10000025","Zinc",13.9,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_2001-07-24_11:26:00",2001-07-24,11:26:00,"AKDT","KENAI_WQX-10000024","Magnesium",2.6,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000129_07/20/2007_12:51:00",2007-07-20,12:51:00,"AKDT","KENAI_WQX-10000129","Benzene",0.74,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m","11.1","KBX_m_11.1","River/Stream Perennial",19020302,NA,NA,60.547,-151.119,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000129_07/17/2007_09:30:00",2007-07-17,09:30:00,"AKDT","KENAI_WQX-10000129","Ethylbenzene",0.3,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m","11.1","KBX_m_11.1","River/Stream Perennial",19020302,NA,NA,60.547,-151.119,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000017_2001-07-24_10:00:00",2001-07-24,10:00:00,"AKDT","KENAI_WQX-10000017","Calcium",10,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","12.5","KBL_m_12.5","River/Stream",19020302,NA,NA,60.533743,-151.099258,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000017_2001-07-24_10:00:00",2001-07-24,10:00:00,"AKDT","KENAI_WQX-10000017","Iron",0.575,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","12.5","KBL_m_12.5","River/Stream",19020302,NA,NA,60.533743,-151.099258,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000017_2010-07-27_9:15:00",2010-07-27,09:15:00,"AKDT","KENAI_WQX-10000017","Magnesium",0.981,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","12.5","KBL_m_12.5","River/Stream",19020302,NA,NA,60.533743,-151.099258,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_2009-04-28_12:48:00",2009-04-28,12:48:00,"AKDT","KENAI_WQX-10000024","Zinc",0.751,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000024_04/26/2005_12:00:00",2005-04-26,12:00:00,"AKDT","KENAI_WQX-10000024","pH",6.89,"None","Final","Actual","150.1","USEPA","pH","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_2009-07-21_13:00:00",2009-07-21,13:00:00,"AKDT","KENAI_WQX-10000025","Calcium",11.3,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_2009-07-21_13:00:00",2009-07-21,13:00:00,"AKDT","KENAI_WQX-10000025","Turbidity",18,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_2011-04-26_09:32:00",2011-04-26,09:32:00,"AKDT","KENAI_WQX-10000024","Copper",1.1,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_2011-04-26_11:25:00",2011-04-26,11:25:00,"AKDT","KENAI_WQX-10000025","pH",7.5,"None","Final","Actual","150.1","USEPA","pH","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_2010-07-27_10:20:00",2010-07-27,10:20:00,"AKDT","KENAI_WQX-10000025","Chromium",0.262,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_07/25/2006_11:20:00",2006-07-25,11:20:00,"AKDT","KENAI_WQX-10000025","Phosphorus",0.098,"mg/l","Final","Actual","4500-P-E","APHA","4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_2009-07-21_13:00:00",2009-07-21,13:00:00,"AKDT","KENAI_WQX-10000025","Copper",0.696,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_2011-04-26_09:00:00",2011-04-26,09:00:00,"AKDT","KENAI_WQX-10000024","Total suspended solids",72,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000024_04/22/2008_07:38:00",2008-04-22,07:38:00,"AKST","KENAI_WQX-10000024","pH",7.12,"None","Final","Actual","150.1","USEPA","pH","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_2001-07-24_10:00:00",2001-07-24,10:00:00,"AKDT","KENAI_WQX-10000025","Inorganic nitrogen (nitrate and nitrite)",0.21,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_04/22/2008_07:38:00",2008-04-22,07:38:00,"AKST","KENAI_WQX-10000024","Magnesium",3.16,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000024_2001-07-24_11:26:00",2001-07-24,11:26:00,"AKDT","KENAI_WQX-10000024","Total suspended solids",34.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_2009-07-21_13:00:00",2009-07-21,13:00:00,"AKDT","KENAI_WQX-10000025","Fecal Coliform",6,"cfu/100ml","Final","Actual","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_2011-04-26_09:00:00",2011-04-26,09:00:00,"AKDT","KENAI_WQX-10000024","pH",6.9,"None","Final","Actual","150.1","USEPA","pH","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_07/18/2000_13:10:00",2000-07-18,13:10:00,"AKDT","KENAI_WQX-10000018","Zinc",14,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_07/26/2005_12:20:00",2005-07-26,12:20:00,"AKDT","KENAI_WQX-10000018","Turbidity",7.96,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2001-07-24_09:40:00",2001-07-24,09:40:00,"AKDT","KENAI_WQX-10000018","Benzene",0.49,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_07/18/2000_13:10:00",2000-07-18,13:10:00,"AKDT","KENAI_WQX-10000018","Magnesium",1.3,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_07/25/2006_11:20:00",2006-07-25,11:20:00,"AKDT","KENAI_WQX-10000025","Turbidity",14.1,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_04/27/2004_13:00:00",2004-04-27,13:00:00,"AKDT","KENAI_WQX-10000024","Magnesium",2.46,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_04/29/2003_11:30:00",2003-04-29,11:30:00,"AKDT","KENAI_WQX-10000025","pH",7.57,"None","Final","Actual","150.1","USEPA","pH","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_04/29/2003_11:30:00",2003-04-29,11:30:00,"AKDT","KENAI_WQX-10000025","Turbidity",10,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000025_04/29/2003_11:30:00",2003-04-29,11:30:00,"AKDT","KENAI_WQX-10000025","Magnesium",1.3,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000024_2007-05-01_09:57:00",2007-05-01,09:57:00,"AKDT","KENAI_WQX-10000024","Arsenic",2.29,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000020_2009-07-21_10:15:00",2009-07-21,10:15:00,"AKDT","KENAI_WQX-10000020","pH",7.26,"None","Final","Actual","150.1","USEPA","pH","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000020_07/22/2003_10:38:00",2003-07-22,10:38:00,"AKDT","KENAI_WQX-10000020","Magnesium",5.5,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000024_07/16/2002_12:48:00",2002-07-16,12:48:00,"AKDT","KENAI_WQX-10000024","Zinc",51,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000025_04/22/2008_09:22:00",2008-04-22,09:22:00,"AKST","KENAI_WQX-10000025","Total suspended solids",2,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","31.0","KBL_m_31.0","River/Stream",19020302,NA,NA,60.498284,-150.863121,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000022_2006-04-25_09:55:00",2006-04-25,09:55:00,"AKDT","KENAI_WQX-10000022","Zinc",3,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000129_07/17/2007_09:40:00",2007-07-17,09:40:00,"AKDT","KENAI_WQX-10000129","m,p-Xylene",0.97,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m","11.1","KBX_m_11.1","River/Stream Perennial",19020302,NA,NA,60.547,-151.119,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000129_07/18/2007_10:47:00",2007-07-18,10:47:00,"AKDT","KENAI_WQX-10000129","Xylene",0.8,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m","11.1","KBX_m_11.1","River/Stream Perennial",19020302,NA,NA,60.547,-151.119,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_2010-07-27_7:55:00",2010-07-27,07:55:00,"AKDT","KENAI_WQX-10000425","Inorganic nitrogen (nitrate and nitrite)",0.229,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
