"sample","epa_analysis_id","analyte","lab_name","activity_datetime","rec_datetime","hold_time_hours","analytical_method","max_holding_time_text","max_holding_time_hours","hold_time_pass"
"RM_22_Soldotna_Creek","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Cobalt","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Copper","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"SW8260D","7 days",168,"Y"
"RM_40_Bings_Landing","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"SW8260D","7 days",168,"Y"
"RM_43_Upstream_of_Dow_Isalnd","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"SW8260D","7 days",168,"Y"
"RM_6.5_Cunningham_Park","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"SW8260D","7 days",168,"Y"
"Trip_Blank_1","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_2","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_3","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_4","8260D","Ethylbenzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"RM_0_No_Name_Creek","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Iron","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Lead","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Magnesium","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Manganese","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Molybdenum","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Nickel","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"SW8260D","7 days",168,"Y"
"RM_40_Bings_Landing","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"SW8260D","7 days",168,"Y"
"RM_43_Upstream_of_Dow_Isalnd","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"SW8260D","7 days",168,"Y"
"RM_6.5_Cunningham_Park","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"SW8260D","7 days",168,"Y"
"Trip_Blank_1","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_2","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_3","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_4","8260D","o-Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"RM_1.5_Kenai_City_Dock","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"SW8260D","7 days",168,"Y"
"RM_40_Bings_Landing","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"SW8260D","7 days",168,"Y"
"RM_43_Upstream_of_Dow_Isalnd","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"SW8260D","7 days",168,"Y"
"RM_6.5_Cunningham_Park","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"SW8260D","7 days",168,"Y"
"Trip_Blank_1","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_2","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_3","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_4","8260D","P & M -Xylene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"RM_0_No_Name_Creek","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Phosphorus","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Potassium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Potassium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Potassium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Potassium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Potassium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Potassium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
