OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifie,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_10.0-2021-05-11-TSS,Field Msr/Obs,Water,Surface Water,5/11/2021,10:05:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000015,KBL_t_10.0,,,,,60.548029,-151.14324,,,,,Water Bottle,STORET-1058879121,,,Total suspended solids,,27,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,https://www.nemi.gov/methods/method_summary/9819/,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",5/12/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_10.0-2021-05-11-TSS/results/1058879121/resdetectqntlmts,Lower Quantitation Limit,1,mg/L,,2025-03-28T15:47:47,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_12.5-2021-07-27-Total Ca,Field Msr/Obs,Water,Surface Water,7/27/2021,10:28:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000017,KBL_m_12.5,NA,,,,60.533743,-151.099258,,,,,Water Bottle,STORET-1058878537,,,Calcium,Unfiltered,11.8,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_12.5-2021-07-27-Total%20Ca/results/1058878537/resdetectqntlmts,Lower Quantitation Limit,0.021,mg/L,,2025-03-28T15:47:40,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_10.0-2021-07-27-As,Field Msr/Obs,Water,Surface Water,7/27/2021,9:50:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000015,KBL_t_10.0,NA,,,,60.548029,-151.14324,,,,,Water Bottle,STORET-1058878420,Not Detected,,Arsenic,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_10.0-2021-07-27-As/results/1058878420/resdetectqntlmts,Lower Quantitation Limit,5,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-07-27-Sn-DUP,Quality Control Field Replicate Msr/Obs,Water,Surface Water,7/27/2021,9:45:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058878989,Not Detected,,Tin,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-07-27-Sn-DUP/results/1058878989/resdetectqntlmts,Lower Quantitation Limit,1,ug/L,,2025-03-28T15:47:45,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-05-11-Cu,Field Msr/Obs,Water,Surface Water,5/11/2021,12:09:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058878636,Not Detected,,Copper,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-05-11-Cu/results/1058878636/resdetectqntlmts,Lower Quantitation Limit,1,ug/L,,2025-03-28T15:47:41,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_50.0-2021-05-11-Zn,Field Msr/Obs,Water,Surface Water,5/11/2021,7:22:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000030,KBL_m_50.0,NA,,,,60.467517,-150.507789,,,,,Water Bottle,STORET-1058879214,Not Detected,,Zinc,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_50.0-2021-05-11-Zn/results/1058879214/resdetectqntlmts,Lower Quantitation Limit,10,ug/L,,2025-03-28T15:47:48,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_82.0-2021-05-11-Nitrate_Nitrite-N,Field Msr/Obs,Water,Surface Water,5/11/2021,7:56:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000425,KBL_m_82.0,NA,,,,60.492007,-149.810844,,,,,Water Bottle,STORET-1058879035,,as NO2+NO3,Nitrate + Nitrite,Total,0.454,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,4500-NO3(F),APHA,4500 NO3 F ~ Nitrate in Water- Automated Cadmium Reduction,,https://www.nemi.gov/methods/method_summary/7416/,"SGS North America, Anchorage, Alaska",5/15/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_82.0-2021-05-11-Nitrate_Nitrite-N/results/1058879035/resdetectqntlmts,Lower Quantitation Limit,0.2,mg/L,,2025-03-28T15:47:46,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_22.0-2021-07-27-Sb,Field Msr/Obs,Water,Surface Water,7/27/2021,11:25:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000022,KBL_t_22.0,NA,,,,60.483364,-151.057656,,,,,Water Bottle,STORET-1058878405,Not Detected,,Antimony,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_22.0-2021-07-27-Sb/results/1058878405/resdetectqntlmts,Lower Quantitation Limit,1,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_10.0-2021-05-11-Cd,Field Msr/Obs,Water,Surface Water,5/11/2021,10:05:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000015,KBL_t_10.0,NA,,,,60.548029,-151.14324,,,,,Water Bottle,STORET-1058878484,Not Detected,,Cadmium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_10.0-2021-05-11-Cd/results/1058878484/resdetectqntlmts,Lower Quantitation Limit,0.5,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-05-11-Zn,Field Msr/Obs,Water,Surface Water,5/11/2021,12:09:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058879202,Not Detected,,Zinc,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-05-11-Zn/results/1058879202/resdetectqntlmts,Lower Quantitation Limit,10,ug/L,,2025-03-28T15:47:48,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_23.0-2021-05-11-Cd,Field Msr/Obs,Water,Surface Water,5/11/2021,11:05:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000023,KBL_m_23.0,NA,,,,60.480338,-151.030847,,,,,Water Bottle,STORET-1058878498,Not Detected,,Cadmium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_23.0-2021-05-11-Cd/results/1058878498/resdetectqntlmts,Lower Quantitation Limit,0.5,ug/L,,2025-03-28T15:47:40,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-07-27-Zn-DUP,Quality Control Field Replicate Msr/Obs,Water,Surface Water,7/27/2021,9:45:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058879183,,,Zinc,"Filtered, field",12.3,ug/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-07-27-Zn-DUP/results/1058879183/resdetectqntlmts,Lower Quantitation Limit,10,ug/L,,2025-03-28T15:47:47,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_44.0-2021-05-11-Cd,Field Msr/Obs,Water,Surface Water,5/11/2021,8:57:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000029,KBL_t_44.0,NA,,,,60.481518,-150.632498,,,,,Water Bottle,STORET-1058878506,Not Detected,,Cadmium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_44.0-2021-05-11-Cd/results/1058878506/resdetectqntlmts,Lower Quantitation Limit,0.5,ug/L,,2025-03-28T15:47:40,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_44.0-2021-07-27-Total P,Field Msr/Obs,Water,Surface Water,7/27/2021,9:14:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000029,KBL_t_44.0,NA,,,,60.481518,-150.632498,,,,,Water Bottle,STORET-1058879103,Not Detected,as P,"Total Phosphorus, mixed forms",Total,NA,mg/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7436/,"SGS North America, Anchorage, Alaska",8/2/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_44.0-2021-07-27-Total%20P/results/1058879103/resdetectqntlmts,Lower Quantitation Limit,0.04,mg/L,,2025-03-28T15:47:47,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-07-27-Tl,Field Msr/Obs,Water,Surface Water,7/27/2021,9:28:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058878980,Not Detected,,Thallium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-07-27-Tl/results/1058878980/resdetectqntlmts,Lower Quantitation Limit,1,ug/L,,2025-03-28T15:47:45,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_18.0-2021-05-11-Zn,Field Msr/Obs,Water,Surface Water,5/11/2021,11:25:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000018,KBL_m_18.0,NA,,,,60.502005,-151.106973,,,,,Water Bottle,STORET-1058879201,Not Detected,,Zinc,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_18.0-2021-05-11-Zn/results/1058879201/resdetectqntlmts,Lower Quantitation Limit,10,ug/L,,2025-03-28T15:47:48,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_06.5-2021-07-27-Benzene,Field Msr/Obs,Water,Surface Water,7/27/2021,9:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000005,KBL_m_06.5,NA,,,,60.54081,-151.18278,,,,,Water Bottle,STORET-1058878458,Not Detected,,Benzene,Volatile,NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,8260D,USEPA,8260 D ~ Volatile Organic Compounds by GC/MS,,,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_06.5-2021-07-27-Benzene/results/1058878458/resdetectqntlmts,Lower Quantitation Limit,0.4,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_23.0-2021-07-27-Total Ca,Field Msr/Obs,Water,Surface Water,7/27/2021,10:43:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000023,KBL_m_23.0,NA,,,,60.480338,-151.030847,,,,,Water Bottle,STORET-1058878547,,,Calcium,Unfiltered,11.8,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_23.0-2021-07-27-Total%20Ca/results/1058878547/resdetectqntlmts,Lower Quantitation Limit,0.021,mg/L,,2025-03-28T15:47:40,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_40.0-2021-05-11-Cd,Field Msr/Obs,Water,Surface Water,5/11/2021,9:58:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000027,KBL_m_40.0,NA,,,,60.515441,-150.702069,,,,,Water Bottle,STORET-1058878504,Not Detected,,Cadmium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_40.0-2021-05-11-Cd/results/1058878504/resdetectqntlmts,Lower Quantitation Limit,0.5,ug/L,,2025-03-28T15:47:40,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_22.0-2021-05-11-TSS,Field Msr/Obs,Water,Surface Water,5/11/2021,11:32:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000022,KBL_t_22.0,,,,,60.483364,-151.057656,,,,,Water Bottle,STORET-1058879133,,,Total suspended solids,,9.333333333,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,https://www.nemi.gov/methods/method_summary/9819/,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",5/12/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_22.0-2021-05-11-TSS/results/1058879133/resdetectqntlmts,Lower Quantitation Limit,1,mg/L,,2025-03-28T15:47:47,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_06.5-2021-07-27-Be,Field Msr/Obs,Water,Surface Water,7/27/2021,9:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000005,KBL_m_06.5,NA,,,,60.54081,-151.18278,,,,,Water Bottle,STORET-1058878465,Not Detected,,Beryllium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_06.5-2021-07-27-Be/results/1058878465/resdetectqntlmts,Lower Quantitation Limit,0.4,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_06.5-2021-05-11-As,Field Msr/Obs,Water,Surface Water,5/11/2021,9:15:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000005,KBL_m_06.5,NA,,,,60.54081,-151.18278,,,,,Water Bottle,STORET-1058878414,Not Detected,,Arsenic,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_06.5-2021-05-11-As/results/1058878414/resdetectqntlmts,Lower Quantitation Limit,5,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-07-27-Cu,Field Msr/Obs,Water,Surface Water,7/27/2021,9:30:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058878626,Not Detected,,Copper,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-07-27-Cu/results/1058878626/resdetectqntlmts,Lower Quantitation Limit,1,ug/L,,2025-03-28T15:47:41,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_82.0-2021-07-27-Nitrate_Nitrite-N,Field Msr/Obs,Water,Surface Water,7/27/2021,8:15:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000425,KBL_m_82.0,NA,,,,60.492007,-149.810844,,,,,Water Bottle,STORET-1058879065,Not Detected,as NO2+NO3,Nitrate + Nitrite,Total,NA,mg/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,4500-NO3(F),APHA,4500 NO3 F ~ Nitrate in Water- Automated Cadmium Reduction,,https://www.nemi.gov/methods/method_summary/7416/,"SGS North America, Anchorage, Alaska",8/2/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_82.0-2021-07-27-Nitrate_Nitrite-N/results/1058879065/resdetectqntlmts,Lower Quantitation Limit,0.2,mg/L,,2025-03-28T15:47:46,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-07-27-Co,Field Msr/Obs,Water,Surface Water,7/27/2021,9:30:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058878600,Not Detected,,Cobalt,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-07-27-Co/results/1058878600/resdetectqntlmts,Lower Quantitation Limit,4,ug/L,,2025-03-28T15:47:41,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_21.0-2021-07-27-Fe,Field Msr/Obs,Water,Surface Water,7/27/2021,10:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000021,KBL_m_21.0,NA,,,,60.476634,-151.082099,,,,,Water Bottle,STORET-1058878751,Not Detected,,Iron,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_21.0-2021-07-27-Fe/results/1058878751/resdetectqntlmts,Lower Quantitation Limit,250,ug/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_23.0-2021-07-27-Pb,Field Msr/Obs,Water,Surface Water,7/27/2021,10:43:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000023,KBL_m_23.0,NA,,,,60.480338,-151.030847,,,,,Water Bottle,STORET-1058878783,Not Detected,,Lead,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_23.0-2021-07-27-Pb/results/1058878783/resdetectqntlmts,Lower Quantitation Limit,0.2,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_40.0-2021-07-27-Total xylenes-Blank,Quality Control Sample-Trip Blank,Water,Surface Water,7/27/2021,8:50:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000027,KBL_m_40.0,"DEC Crew, RM40_Bings_Landing",,,,60.515441,-150.702069,,,,,Water Bottle,STORET-1058879179,Not Detected,,Total xylenes,Volatile,NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,8260D,USEPA,8260 D ~ Volatile Organic Compounds by GC/MS,,,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_40.0-2021-07-27-Total%20xylenes-Blank/results/1058879179/resdetectqntlmts,Lower Quantitation Limit,3,ug/L,,2025-03-28T15:47:47,STORET
